No,text,Score_ideal
2899,androidcentral \meizu mx5 makes its way to india,
2900,"snapdeal is cheater company 
they used to sell faulty products
like infocus m2.",
2901,we have mentioned 7.9 inch display. you can check this link- thanks! mukti.,
2902,"rt priced at inr 19,999 only available  till 2 pm.",
2903,"meizu mx5 makes its way to india, now available exclusively via retailer snapdeal 
after l…",
2904,rt androidcentral \meizu mx5 makes its way to india,
2905,"rt meizu mx5 makes its way to india, now available exclusively via retailer snapdeal …",
2911,meizu mx5 flagship now available on snapdeal for rs meizu's latest smartphone addition…,
2915,aarushi (english) is selling cheaper at inr 189 today,
2916,swipe ultimate tablet is selling cheaper at inr 13990 today,
2917,eagle kichen pro roti maker is selling cheaper by 2% at inr 480 today …,
2918,rt alibaba says its new artificial intelligence platform is china’s first virtuos_i…,
2919,a6000 plus is selling cheaper at inr 7000 today,
2920,nvidia gtx660 ti-dc2t-2gd5 2 gb gddr5 graphics card is selling cheaper at inr 24400 to…,
2922,nexus 5 is selling cheaper by 3% at inr 26999 today,
2924,"if u visit sites like amazon, paytm, snapdeal via  &amp; shop u get cashback from us. ppl have earned lakhs!",
2925,"android central - android forums - news - reviews - help and android meizu mx5 makes its way to india,…",
2927,"thanks snapdeal for my first order completion.i can't explain,what i am feeling....",
2928,"meizu mx5 flagship now available on snapdeal for rs 19,999 | dna |",
2932,"why top executives are leaving startups like flipkart, snapdeal, ola &amp; others?",
2933,snapdeal shopping in one word - simple amazing i was happy to get my product delivered very quickly.,
2935,"cool things, nice shopping on snapdeal. makes you smile. love these amazing offers they provide.",
2936,she was such a down to earth person... will always be in our hearts...,
2937,snapdeal shoppping is equal to smart shopping. the customer service of snapdeal was very responsive.,
2939,rt zopo mobile launched speed 7 smartphone exclusively on snapdeal,
2940,thanks for reaching out to us. i'll get this checked with the team. thanks! mukti.,
2943,- 50% off on newport black slim fit jeans in snapdeal at lowest deal price,
2944,- 70% off on american swan blue round neck t shirt in snapdeal at lowest deal price,
2945,zopo mobile launched speed 7 smartphone exclusively on snapdeal,
2947,rt  to remove the names of  &amp;  from website advisory.,
2950,i sincerely apologize for the inconvenience caused. i will share this with the team. please dm your contact number. thanks! mukti,
2951,don't mislead customers with ur wrong product descriptions. ipad mini 2 in 9 inches display?,
2955,40b200hd 99 cm (39) hd ready led television is selling cheaper at inr 19841 today,
2957,rt  fully trust on your service. my next order soon!,
2960,totally !! can not use the app unless updated.,
2961,happy with my product i got from snapdeal like the quick delivery available on snapdeal.,
2962,snapdeal makes me happy!!! expecting more wonderful offers from snapdeal.,
2963,fully trust on your service. my next order soon!,
2965,why top executives are leaving firms like    &amp; others,
2966,"rt why top executives are leaving startups like flipkart, snapdeal, ola &amp; others",
2968,rt buy creative vf0060 webcam  rs 340,
2969,thank you for the super fast delivery! you delivered within 2 days to odisha! thanks to  as well.,
2972,rt is shelling out close to 150 cr. a month in and expenses. ? all log…,
2973,fastrack white analog watch for women 9911pp17j  rs.423 (only on snapdeal app),
2975,chutiya kaatne ki deal.. crapdeal.,
2976,rt  launches the in india for rs on,
2977,"rt meizu mx5 available from 2pm today on snapdeal for 19,999 rupees.",
2978,xperia m 4gb yellow is selling cheaper by 21% at inr 9499 today,
2979,xperia z2 16gb purple is selling cheaper at inr 27140 today,
2980,ayushman pershad,
2981,- 70% off on american swan blue regular fit shirt in snapdeal at lowest deal price,
2982,- 70% off on american swan yellow regular shirt in snapdeal at lowest deal price,
2983,least interested in managing customers.  crapdeal,
2984,top executives are leaving startups like flipkart and ola. are they hungry to start their own senio...,
2985,morning has come and passed but still waiting for your esteemed organisation to call me and solve my problem.,
2986,"we hv agreements with sites like paytm,snapdeal. they pay us commission for sales we drive. we pass cashback from that",
2994,to remove the names of  &amp;  from website advisory.,
2995,no call till now. still waiting.,
2996,rt is surely the new world to work..a all new experiance!,
2998,you don't remember bhagt singh rajguru savarkar shivaji maharaj azad maharana pratap patel rani laxmibai,
2999,new and from rs. 99 onwards,
3000,rt will be available on  for inr 19999 only.,
1,"flipkart app gets ping feature, allows users to chat while shopping",
2,rt introducing the contest! participate &amp; win rs.2500 flipkart vouchers!,
3,focussed on mobility but no timeline to go flipkart - -,
4,"rt flipkart rolls out ping, a social network with built in chat feature",
5,let’s shop together on ping by flipkart. here’s an invite,
6,rt finding your favourite fashion products was never so easy! try out the new flipkart app!,
7,rt this is the team that made  ping possible. they pulled off something not many didn't even dare to think.,
8,flipkart 25th august deal of the day ... -,
11,&lt;a apple iphone 6 from,
13,"flipkart rolls out ping, a social network with built in chat feature",
14,"flipkart and adobe executives join hands with an angel to float platform for used cars, spinny",
18,&lt;a apple iphone 6 plus from,
20,ceos of two start-ups acquired by flipkart resign,
22,flipkart adds social layer to its mobile app with ping,
23,"rt \india is leading the mobile revolution in the world &amp; mobile is no more just a choice\\ -""",
24,participate and win flipkart vouchers come  join now,
25,i m waiting for my copy.. as flipkart say its out for delivery..,
26,"rt  
thanks a lot team for this awesome gift.",
27,rt consumers can choose contacts they want to share their chosen products with and have real time conversation with them,
28,rt flipkart adds social layer to its mobile app with ping,
30,"got the replacement &amp; its the same issue. not working after 5.1 upgrade. i'm done, seeking",
32,earn  and  vouchers for answering surveys on join at,
33,rt for this pic to win vouchers from flipkart!,
35,"rt launched ping! a fun, social way to shop with friends on flipkart.
now go update your flipkart app!",
36,&gt;  new feature is invite only. has an option to ask friends for one. but doesn't tell me who has one. uh.,
37,- 51% off on bosch gsb 500 re kit power &amp; hand tool kit at flipkart,
38,thank you. this link takes me to the flipkart first page on the app but doesn't allow me to renew it.,
39,"follow to win
 
&amp; stand a chance to win 2  vouchers!",
41,invite your friends for the  vouchers to be won!,
42,hey! do you have an invite for ping by flipkart? please send me one!,
43,rt  join the  &amp; stand a chance to win 2  vouc…,
44,rt a move towards building social commerce.,
45,is not as impressive as new office,
46,love it!! really nice and innovative it is ..,
47,rt that awkward moment when bse seems to offer more discounts on stocks than on,
48,invite your friends for the flipkart vouchers to be won!,
49,"rt follow to win
 
&amp; stand a chance to win 2  vouchers!",
50,rt unlocking  winner congratulations  enjoy your rs.5k voucher from,
51,earn    and  vouchers for answering surveys on join at,
54,rt the team that made a reality. here's to more social shopping days.,
55,kids sports watches from rs.170 flipkart,
56,rt  thank you very much,
57,rt invite your friends for the  vouchers to be won!,
58,no decision yet on flipkart -,
59,rt let's hear more from,
60,flipkart adds social layer to its mobile app with ping - ndtv,
64,do you have an invite for flipkart’s ping? please send me one.,
65,rt  join the  &amp; stand a chance to win 2  voucher…,
67,experimenting around social shopping..and hence a stand-alone app?,
68,"(flipkart adds social layer to its mobile app with ping)

the social shopping feature has...",
69,rt flipkart ping announced. a social network on top of the flipkart app. let's you share products with anyone and chat.,
70,flipkart ping brings social networking into online shopping -...,
72,flipkart adds social layer to its mobile app with ping,
73,thanks a lot rohit!,
75,and when are you declaring the flipkart voucher winners?,
76,"rt in 4 yrs,",
77,play  win  vouchers,
79,toys jcb earth mover is selling cheaper by 2% at inr 84 today,
80,"with ping, flipkart brings social networking to app",
82,"flipkart blends social with shopping, launches ping for messaging",
84,hey! do you have an invite for ping by flipkart? please send me,
85,"flipkart announces ping, a social network that lets friends shop together news, news - india today",
88,buy camphoor lamp,
89,rt ready for some fun? for the image &amp; you can win rs.2500 flipkart vouchers!,
91,earn  and  vouchers for answering surveys   on join at,
92,"with ping, flipkart brings social networking to new e-commerce major flipkart today said it is foc...",
96,flipkart puts a hold on plans to go app-only » nextbigwhat,
97,"no decision yet on 'app-only', says flipkart.",
98,flipkart’s ravi vora steps down as ceo of strategic brands,
100,waiting for an invite to check how it works !!,
102,"shreya ghoshal, shreyaghoshal   -&gt; discover flipkart offers, coupon codes at",
103,"'gratitude', 'seatbelt', 'humbling' &amp; 'bangaluru'   -&gt; discover flipkart offers, coupon codes at",
105,dear  do you expect me to verify my phone no. every 30 days?,
