,score,text,score_ideal
1997,-1,- 70% off on american swan blue round neck t shirt in snapdeal at lowest deal price,
1998,1,zopo mobile launched speed 7 smartphone exclusively on snapdeal,
1999,0,rt  to remove the names of  &amp;  from website advisory.,
2000,1,i sincerely apologize for the inconvenience caused. i will share this with the team. please dm your contact number. thanks! mukti,
2001,-2,don't mislead customers with ur wrong product descriptions. ipad mini 2 in 9 inches display?,
2002,0,40b200hd 99 cm (39) hd ready led television is selling cheaper at inr 19841 today,
2003,1,rt  fully trust on your service. my next order soon!,
2004,0,totally !! can not use the app unless updated.,
2005,5,happy with my product i got from snapdeal like the quick delivery available on snapdeal.,
2006,4,snapdeal makes me happy!!! expecting more wonderful offers from snapdeal.,
2007,1,fully trust on your service. my next order soon!,
2008,4,why top executives are leaving firms like    &amp; others,
2009,4,"rt why top executives are leaving startups like flipkart, snapdeal, ola &amp; others",
2010,2,rt buy creative vf0060 webcam  rs 340,
2011,7,thank you for the super fast delivery! you delivered within 2 days to odisha! thanks to  as well.,
2012,0,rt is shelling out close to 150 cr. a month in and expenses. ? all log…,
2013,0,fastrack white analog watch for women 9911pp17j  rs.423 (only on snapdeal app),
2014,0,chutiya kaatne ki deal.. crapdeal.,
2015,0,rt  launches the in india for rs on,
2016,0,"rt meizu mx5 available from 2pm today on snapdeal for 19,999 rupees.",
2017,0,xperia m 4gb yellow is selling cheaper by 21% at inr 9499 today,
2018,0,xperia z2 16gb purple is selling cheaper at inr 27140 today,
2019,0,ayushman pershad,
2020,0,- 70% off on american swan blue regular fit shirt in snapdeal at lowest deal price,
2021,-1,- 70% off on american swan yellow regular shirt in snapdeal at lowest deal price,
2022,2,least interested in managing customers.  crapdeal,
2023,4,top executives are leaving startups like flipkart and ola. are they hungry to start their own senio...,
2024,3,morning has come and passed but still waiting for your esteemed organisation to call me and solve my problem.,
2025,1,"we hv agreements with sites like paytm,snapdeal. they pay us commission for sales we drive. we pass cashback from that",
2026,0,to remove the names of  &amp;  from website advisory.,
2027,-1,no call till now. still waiting.,
2028,0,rt is surely the new world to work..a all new experiance!,
2029,0,you don't remember bhagt singh rajguru savarkar shivaji maharaj azad maharana pratap patel rani laxmibai,
2030,0,new and from rs. 99 onwards,
2031,0,rt will be available on  for inr 19999 only.,
2032,0,"flipkart app gets ping feature, allows users to chat while shopping",
2033,4,rt introducing the contest! participate &amp; win rs.2500 flipkart vouchers!,
2034,-1,focussed on mobility but no timeline to go flipkart - -,
2035,0,"rt flipkart rolls out ping, a social network with built in chat feature",
2036,1,let’s shop together on ping by flipkart. here’s an invite,
2037,0,rt finding your favourite fashion products was never so easy! try out the new flipkart app!,
2038,0,rt this is the team that made  ping possible. they pulled off something not many didn't even dare to think.,
2039,0,flipkart 25th august deal of the day ... -,
2040,0,&lt;a apple iphone 6 from,
2041,0,"flipkart rolls out ping, a social network with built in chat feature",
2042,1,"flipkart and adobe executives join hands with an angel to float platform for used cars, spinny",
2043,0,&lt;a apple iphone 6 plus from,
2044,-1,ceos of two start-ups acquired by flipkart resign,
2045,0,flipkart adds social layer to its mobile app with ping,
2046,-1,"rt \india is leading the mobile revolution in the world &amp; mobile is no more just a choice\\ -""",
2047,5,participate and win flipkart vouchers come  join now,
2048,0,i m waiting for my copy.. as flipkart say its out for delivery..,
2049,6,"rt  
thanks a lot team for this awesome gift.",
2050,2,rt consumers can choose contacts they want to share their chosen products with and have real time conversation with them,
2051,0,rt flipkart adds social layer to its mobile app with ping,
2052,0,"got the replacement &amp; its the same issue. not working after 5.1 upgrade. i'm done, seeking",
2053,1,earn  and  vouchers for answering surveys on join at,
2054,4,rt for this pic to win vouchers from flipkart!,
2055,1,"rt launched ping! a fun, social way to shop with friends on flipkart.
now go update your flipkart app!",
2056,1,&gt;  new feature is invite only. has an option to ask friends for one. but doesn't tell me who has one. uh.,
2057,0,- 51% off on bosch gsb 500 re kit power &amp; hand tool kit at flipkart,
2058,3,thank you. this link takes me to the flipkart first page on the app but doesn't allow me to renew it.,
2059,10,"follow to win
 
&amp; stand a chance to win 2  vouchers!",
2060,1,invite your friends for the  vouchers to be won!,
2061,2,hey! do you have an invite for ping by flipkart? please send me one!,
2062,7,rt  join the  &amp; stand a chance to win 2  vouc…,
2063,0,rt a move towards building social commerce.,
2064,3,is not as impressive as new office,
2065,8,love it!! really nice and innovative it is ..,
2066,-2,rt that awkward moment when bse seems to offer more discounts on stocks than on,
2067,1,invite your friends for the flipkart vouchers to be won!,
2068,10,"rt follow to win
 
&amp; stand a chance to win 2  vouchers!",
2069,8,rt unlocking  winner congratulations  enjoy your rs.5k voucher from,
2070,1,earn    and  vouchers for answering surveys on join at,
2071,0,rt the team that made a reality. here's to more social shopping days.,
2072,0,kids sports watches from rs.170 flipkart,
2073,2,rt  thank you very much,
2074,1,rt invite your friends for the  vouchers to be won!,
2075,-1,no decision yet on flipkart -,
2076,0,rt let's hear more from,
2077,0,flipkart adds social layer to its mobile app with ping - ndtv,
2078,2,do you have an invite for flipkart’s ping? please send me one.,
2079,7,rt  join the  &amp; stand a chance to win 2  voucher…,
2080,0,experimenting around social shopping..and hence a stand-alone app?,
2081,0,"(flipkart adds social layer to its mobile app with ping)

the social shopping feature has...",
2082,3,rt flipkart ping announced. a social network on top of the flipkart app. let's you share products with anyone and chat.,
2083,0,flipkart ping brings social networking into online shopping -...,
2084,0,flipkart adds social layer to its mobile app with ping,
2085,2,thanks a lot rohit!,
2086,0,and when are you declaring the flipkart voucher winners?,
2087,0,"rt in 4 yrs,",
2088,4,play  win  vouchers,
2089,0,toys jcb earth mover is selling cheaper by 2% at inr 84 today,
2090,0,"with ping, flipkart brings social networking to app",
2091,0,"flipkart blends social with shopping, launches ping for messaging",
2092,2,hey! do you have an invite for ping by flipkart? please send me,
2093,0,"flipkart announces ping, a social network that lets friends shop together news, news - india today",
2094,0,buy camphoor lamp,
2095,4,rt ready for some fun? for the image &amp; you can win rs.2500 flipkart vouchers!,
2096,1,earn  and  vouchers for answering surveys   on join at,
2097,0,"with ping, flipkart brings social networking to new e-commerce major flipkart today said it is foc...",
2098,0,flipkart puts a hold on plans to go app-only » nextbigwhat,
2099,-1,"no decision yet on 'app-only', says flipkart.",
2100,0,flipkart’s ravi vora steps down as ceo of strategic brands,
2101,1,waiting for an invite to check how it works !!,
2102,0,"shreya ghoshal, shreyaghoshal   -&gt; discover flipkart offers, coupon codes at",
2103,0,"'gratitude', 'seatbelt', 'humbling' &amp; 'bangaluru'   -&gt; discover flipkart offers, coupon codes at",
2104,2,dear  do you expect me to verify my phone no. every 30 days?,
2105,0,rt flipkart launches ping. now shop with your friends,
2106,0,"rt flipkart loses rs 2.20 for a re earned, amazon loses rs1.90 and snapdeal rs 1.70.
total losses flipkart rs 5440cr,snapdeal 53…",
2107,0,all flipkart promise not fullfilled and they still have my products and money as well.seller's stop working with them.,
2108,0,whatsapp ... what else.... here comes the ping... lol... shop chat... rockzzz,
2109,-3,my new shoes &amp; bata sandals(same as the one which i lost in goa) ordered from flipkart &amp; got,
2110,-4,"how can you be so indifferent with those who are not your fkrt 1st customers.
this is pathetic behaviour.",
2111,0,here comes   ping,
2112,0,... what else.... here comes the ping... lol... shop chat... rockzzz,
2113,1,earn  and         vouchers for answering surveys on join at,
2114,0,flipkart goes social; now chat with your friends when you shop.,
2115,0,online shopping goes social with flipkart’s ping – times of india,
2116,0,rt  is bridging gap between &amp; one step at a time by,
2117,0,mentoring the 'i' discipline (english) 1st edition (paperback) is selling cheaper at inr 164 today,
2118,0,"od303332734471861100
was out 4 few days n servant received the product on my behalf..",
2119,2,this is something interesting keep it on guys ...  is innovating,
2120,0,what does oder on hold means? when will my ordier with order id order  od303683387431286500 be delivered?,
2121,1,earn  and  vouchers        for answering surveys on join at,
2122,0,flipkart ping let’s users chat while they shop,
2123,7,rt  join the  &amp; stand a chance to win 2  vouchers!,
2124,0,rt with 4g for multi-player gaming. available on flipkart. http…,
2125,0,expect large e-commerce firms across globe to follow flipkart,
2126,0,guess which book i ordered from  right now?,
2127,-2,why dumped only policy?,
2128,1,earn  and  vouchers for        answering surveys on join at,
2129,0,rt wait list at 50k and climbing!!,
2130,0,"rt screengrab replacing links. leveraging contacts. social proof, we-know--you-better-coz-we…",
2131,0,online shopping goes social with flipkart,
2132,-3,back from dead inside the subhas bose mystery is selling cheaper at inr 295 today,
2133,0,rt 40k waitlist and going!!! ping is exploding on flipkart!,
2134,0,t400 wireless optical mouse mouse is selling cheaper at inr 899 today,
2135,0,creature iii speaker is selling cheaper at inr 2999 today,
2136,0,"flipkart launches 'ping', a brand new social collaborative shopping experience on its mobile app",
2137,0,"flipkart launches a fun, social way to shop with friends on flipkart",
2138,4,rt all right  dev team has some some amazing stuff with  lightening fast data transfers and les…,
2139,0,smashwords and flipkart to end distribution relationship - amazon scores victory,
2140,1,earn  and  vouchers for answering        surveys on join at,
2141,6,is this a good choice for nexus 5 charging cable? please suggest if any better options,
2142,3,"rt five  egv, five winners for a new rt if you're excited and ready for win? 

 w…",
2143,1,rt flipkart ping is probably one of the first game changing innovation coming from an indian tech startup.,
2144,1,"join ama - i'm amod malviya, former cto, flipkart . ask me anything! on",
